1554516900.08;16.4;58.9
1554517200.11;16.4;58.9
1554517500.05;16.3;58.8
1554517800.03;16.4;58.8
1554518100.02;16.4;58.7
1554518400.11;16.4;58.6
1554518700.1;16.3;58.5
1554519000.08;16.3;58.5
1554519300.11;16.3;58.5
1554519600.05;16.3;58.4
1554519900.11;16.3;58.4
1554520200.02;16.3;58.4
1554520500.1;16.3;58.4
1554520800.11;16.3;58.3
1554521100.08;16.3;58.3
1554521400.1;16.3;58.3
1554521700.05;16.3;58.2
1554522000.02;16.3;58.1
1554522300.07;16.3;58.1
1554522600.1;16.3;58.1
1554522900.11;16.3;58.0
1554523200.08;16.3;58.0
1554523500.11;16.3;57.9
1554523800.05;16.3;57.9
1554524100.01;16.3;57.8
1554524400.02;16.3;57.8
1554524700.1;16.3;57.7
1554525000.11;16.3;57.7
1554525300.08;16.3;57.7
1554525600.11;16.3;57.6
1554525900.02;16.3;57.6
1554526200.11;16.3;57.5
1554526500.02;16.3;57.5
1554526800.11;16.3;57.4
1554527100.11;16.3;57.4
1554527400.08;16.3;57.3
1554527700.11;16.3;57.3
1554528000.05;16.3;57.2
1554528300.1;16.3;57.2
1554528600.02;16.3;57.1
1554528900.11;16.3;57.1
1554529200.11;16.3;57.1
1554529500.08;16.4;57.0
1554529800.02;16.4;57.0
1554530100.05;16.4;56.9
1554530400.1;16.5;56.9
1554530700.02;16.5;56.8
1554531000.11;16.5;56.7
1554531300.11;16.6;56.6
1554531600.08;16.6;56.5
1554531900.11;16.6;56.4
1554532200.05;16.7;56.3
1554532500.11;16.7;56.2
1554532800.02;16.8;56.1
1554533100.11;16.9;56.0
1554533400.11;17.0;55.8
1554533700.02;17.1;55.6
1554534000.11;17.2;55.4
1554534300.1;17.3;55.2
1554534600.11;17.4;54.9
1554534900.02;17.5;54.7
1554535200.07;17.7;54.5
1554535500.11;17.8;54.3
1554535800.08;17.9;54.2
1554536100.1;18.1;54.0
1554536400.05;18.1;53.8
1554536700.09;18.2;53.7
1554537000.03;18.3;53.6
1554537300.11;18.3;53.5
1554537600.02;18.4;53.4
1554537900.08;18.3;53.4
1554538200.1;18.2;53.4
1554538500.05;18.3;53.4
1554538800.11;18.2;53.5
1554539100.02;18.1;53.5
1554539400.11;18.1;53.7
1554539700.11;18.0;53.8
1554540000.08;17.9;54.0
1554540300.11;18.0;54.1
1554540600.05;17.9;54.2
1554540900.11;17.9;54.3
1554541200.09;17.9;54.3
1554541500.02;18.0;54.3
1554541800.11;17.9;54.2
1554542100.08;18.0;54.2
1554542400.11;17.9;54.2
1554542700.05;17.9;54.2
1554543000.11;18.0;54.2
1554543300.02;18.0;54.2
1554543600.11;18.1;54.1
1554543900.1;18.2;54.1
1554544200.08;18.2;54.0
1554544500.11;18.2;53.8
1554544800.05;18.3;53.7
1554545100.11;18.5;53.4
1554545400.02;18.5;53.2
1554545700.11;18.7;53.0
1554546000.1;18.7;52.8
1554546300.08;18.8;52.5
1554546600.11;19.0;52.3
1554546900.05;19.1;52.0
1554547200.08;19.1;51.8
1554547500.02;19.3;51.5
1554547800.04;19.4;51.2
1554548100.04;19.6;50.9
1554548400.08;19.9;50.7
1554548700.11;19.7;50.6
1554549000.05;19.6;50.5
1554549300.02;19.8;50.5
1554549600.02;19.9;50.5
1554549900.1;20.0;50.5
1554550200.11;20.3;50.5
1554550500.08;20.6;58.9
1554550800.11;20.1;60.6
1554551100.05;20.0;61.8
1554551400.11;20.0;63.6
1554551700.02;20.0;64.8
1554552000.11;20.0;66.1
1554552300.11;20.0;66.8
1554552600.08;20.1;67.5
1554552900.11;20.2;67.9
1554553200.02;20.2;68.8
1554553500.11;20.2;69.4
1554553800.05;20.2;70.2
1554554100.11;20.2;70.5
1554554400.11;20.3;71.2
1554554700.08;20.3;71.6
1554555000.11;20.3;72.1
1554555300.05;20.3;72.7
1554555600.1;20.2;73.0
1554555900.02;20.2;73.4
1554556200.07;20.3;73.5
1554556500.11;20.1;73.6
1554556800.08;20.2;73.9
1554557100.02;20.1;74.2
1554557400.05;20.1;74.6
1554557700.1;20.0;75.0
1554558000.02;20.0;76.1
1554558300.11;19.9;76.3
1554558600.11;20.0;76.6
1554558900.08;19.9;76.7
1554559200.07;19.9;77.0
1554559500.05;19.8;77.2
1554559800.11;19.8;77.3
1554560100.11;19.7;77.5
1554560400.08;19.5;77.8
1554560700.11;19.4;78.1
1554561000.02;19.4;78.3
1554561300.11;19.3;78.5
1554561600.06;19.3;78.5
1554561900.11;19.1;78.6
1554562200.02;19.1;78.6
1554562500.11;19.0;78.6
1554562800.11;18.9;78.5
1554563100.06;18.9;78.5
1554563400.1;18.9;78.6
1554563700.06;18.9;78.6
1554564000.11;19.0;78.5
1554564300.04;18.9;78.5
1554564600.11;18.8;78.5
1554564900.11;18.7;78.5
1554565200.11;18.7;78.4
1554565500.1;18.6;78.4
1554565800.09;18.6;78.5
1554566100.11;18.5;78.6
1554566400.03;18.5;78.6
1554566700.11;18.4;78.8
1554567000.11;18.4;78.9
1554567300.09;18.4;79.0
1554567600.11;18.3;79.1
1554567900.06;18.3;79.0
1554568200.11;18.3;79.1
1554568500.03;18.2;79.0
1554568800.02;18.2;79.0
1554569100.11;18.2;78.9
1554569400.09;18.2;78.9
1554569700.11;18.2;78.7
1554570000.06;18.1;78.5
1554570300.11;18.1;78.3
1554570600.03;18.0;78.1
1554570900.11;18.0;78.0
1554571200.1;17.9;77.8
1554571500.09;17.9;77.8
1554571800.11;17.9;77.7
1554572100.07;17.9;77.5
1554572400.1;17.9;77.3
1554572700.02;17.9;77.2
1554573000.06;17.8;77.0
1554573300.1;17.8;76.7
1554573600.09;17.8;76.6
1554573900.05;17.8;76.6
1554574200.06;17.8;76.7
1554574500.02;17.8;76.5
1554574800.06;17.8;76.5
1554575100.1;17.8;76.4
1554575400.11;17.7;76.4
1554575700.1;17.7;76.3
1554576000.11;17.7;76.0
1554576300.03;17.7;76.0
1554576600.02;17.6;75.9
1554576900.03;17.6;76.1
1554577200.1;17.6;76.0
1554577500.11;17.6;76.0
1554577800.09;17.6;76.0
1554578100.11;17.6;76.0
1554578400.06;17.6;76.2
1554578700.11;17.6;76.0
1554579000.03;17.5;75.9
1554579300.11;17.5;76.2
1554579600.02;17.5;76.1
1554579900.09;17.5;76.0
1554580200.11;17.5;75.8
1554580500.02;17.5;75.7
1554580800.11;17.5;75.8
1554581100.03;17.4;75.7
1554581400.11;17.4;75.6
1554581700.11;17.4;75.8
1554582000.09;17.4;76.0
1554582300.02;17.4;76.0
1554582600.06;17.4;76.0
1554582900.1;17.4;75.9
1554583200.03;17.4;76.0
1554583500.11;17.4;75.9
1554583800.11;17.4;75.9
1554584100.09;17.3;76.0
1554584400.02;17.3;75.9
1554584700.06;17.3;75.6
1554585000.1;17.3;75.6
1554585300.03;17.3;75.4
1554585600.11;17.3;75.3
1554585900.08;17.3;75.3
1554586200.09;17.2;75.5
1554586500.11;17.1;75.5
1554586800.1;17.0;75.3
1554587100.11;17.1;75.3
1554587400.03;17.2;74.9
1554587700.02;17.1;74.8
1554588000.11;17.1;74.5
1554588300.05;17.1;74.3
1554588600.11;17.2;74.2
1554588900.02;17.1;74.0
1554589200.11;17.2;74.0
1554589500.03;17.2;73.7
1554589800.11;17.2;73.7
1554590100.09;17.1;73.7
1554590400.09;17.1;73.7
1554590700.1;17.1;73.7
1554591000.02;17.1;73.7
1554591300.11;17.1;73.7
1554591600.03;17.1;73.7
1554591900.11;17.1;73.6
1554592200.02;17.1;73.6
1554592500.09;17.0;73.5
1554592800.1;17.0;73.3
1554593100.06;17.0;73.4
1554593400.11;17.0;73.4
1554593700.03;17.0;73.4
1554594000.11;17.0;73.3
1554594300.11;17.0;73.3
1554594600.09;16.9;73.4
1554594900.11;17.0;73.3
1554595200.06;16.9;73.1
1554595500.11;16.9;73.1
1554595800.03;16.9;73.1
1554596100.02;16.9;73.1
1554596400.08;16.8;73.1
1554596700.09;16.8;73.1
1554597000.11;16.8;73.1
1554597300.06;16.8;73.1
1554597600.11;16.8;73.1
1554597900.08;16.7;73.0
1554598200.11;16.7;72.9
1554598500.1;16.7;73.0
1554598800.09;16.7;73.1
1554599100.11;16.6;73.1
1554599400.06;16.6;73.1
1554599700.05;16.6;73.2
1554600000.02;16.6;73.2
1554600300.11;16.6;73.2
1554600600.1;16.6;73.1
1554600900.09;16.6;73.0
1554601200.11;16.5;72.8
1554601500.06;16.5;72.7
1554601800.11;16.5;72.6
1554602100.03;16.5;72.6
1554602400.1;16.4;72.4
1554602700.11;16.5;72.4
1554603000.09;16.5;72.3
1554603300.11;16.4;72.2
1554603600.06;16.4;72.2
1554603900.02;16.3;72.1
1554604200.03;16.3;72.0
1554604500.1;16.3;71.9
1554604800.11;16.3;71.9
1554605100.09;16.3;71.9
1554605400.02;16.2;71.8
1554605700.02;16.3;71.8
1554606000.11;16.2;71.8
1554606300.03;16.2;71.8
1554606600.11;16.2;71.7
1554606900.02;16.2;71.6
1554607200.09;16.1;71.6
1554607500.11;16.1;71.4
1554607800.02;16.1;71.4
1554608100.11;16.1;71.2
1554608400.03;16.1;71.1
1554608700.11;16.1;71.0
1554609000.11;16.0;70.9
1554609300.09;16.0;70.8
1554609600.11;16.0;70.7
1554609900.06;16.0;70.6
1554610200.02;16.0;70.5
1554610500.03;16.0;70.3
1554610800.1;16.0;70.2
1554611100.11;16.0;70.2
1554611400.09;15.9;70.1
1554611700.08;16.0;69.9
1554612000.06;15.9;69.8
1554612300.1;16.0;69.7
1554612600.05;16.0;69.7
1554612900.05;16.0;69.5
1554613200.11;16.0;69.4
1554613500.09;16.0;69.3
1554613800.11;16.0;69.1
1554614100.06;16.1;69.0
1554614400.11;16.1;68.8
1554614700.03;16.1;68.7
1554615000.11;16.2;68.5
1554615300.11;16.2;68.4
1554615600.02;16.2;68.3
1554615900.11;16.3;68.1
1554616200.06;16.3;68.0
1554616500.09;16.4;67.7
1554616800.03;16.4;67.4
1554617100.11;16.5;67.1
1554617400.04;16.5;66.9
1554617700.09;16.5;66.7
1554618000.1;16.5;66.5
1554618300.01;16.6;66.5
1554618600.11;16.6;66.5
1554618900.03;16.7;66.5
1554619200.11;16.7;66.5
1554619500.11;16.8;66.4
1554619800.09;16.8;66.4
1554620100.1;16.8;66.3
1554620400.06;16.9;66.3
1554620700.11;17.0;66.2
1554621000.03;17.0;66.2
1554621300.11;17.1;66.1
1554621600.11;17.2;66.0
1554621900.09;17.2;65.8
1554622200.11;17.2;65.5
1554622500.06;17.3;65.2
1554622800.11;17.3;64.9
1554623100.03;17.3;64.7
1554623400.05;17.0;64.0
1554623700.11;16.7;62.9
