1553365218.97;22.0;33.9
1553365279.01;20.8;34.7
1553365339.01;20.3;35.9
1553365398.98;19.8;36.9
1553365459.01;19.5;38.5
1553365519.01;19.3;39.0
1553365579.01;19.1;40.1
1553365639.01;18.9;40.7
1553365699.01;18.7;41.1
1553365758.97;18.7;41.7
1553365819.01;18.6;42.0
1553365879.01;18.6;42.3
1553365938.97;18.6;42.5
1553365999.01;18.6;42.7
1553366059.01;18.5;42.9
1553366119.01;18.5;43.0
1553366179.01;18.5;43.2
1553366238.98;18.5;43.4
1553366299.01;18.4;43.5
1553366359.01;18.4;43.4
1553366419.01;18.4;43.4
1553366479.01;18.4;43.4
1553366538.99;18.4;43.4
1553366599.01;18.3;43.4
1553366658.98;18.3;43.4
1553366719.01;18.3;43.4
1553366779.01;18.3;43.4
1553366839.01;18.3;43.4
1553366898.99;18.3;43.4
1553366959.01;18.3;43.5
1553367019.01;18.3;43.5
1553367078.98;18.2;43.6
1553367139.01;18.2;43.6
1553367199.01;18.2;43.6
1553367259.01;18.2;43.6
1553367318.99;18.2;43.6
1553367379.01;18.2;43.6
1553367439.01;18.2;43.6
1553367498.98;18.2;43.7
1553367559.01;18.2;43.7
1553367619.01;18.2;43.6
1553367679.01;18.2;43.6
1553367739.01;18.2;43.6
1553367799.01;18.2;43.7
1553367859.01;18.2;43.8
1553367918.98;18.2;43.8
1553367979.01;18.2;43.9
1553368039.01;18.2;44.0
1553368098.99;18.2;44.0
1553368159.01;18.2;44.0
1553368219.01;18.2;44.0
1553368279.01;18.2;44.1
1553368338.98;18.2;44.1
1553368399.01;18.2;44.1
1553368458.99;18.1;44.1
1553368519.01;18.1;44.0
1553368579.01;18.1;44.0
1553368639.01;18.0;44.0
1553368699.01;18.0;44.0
1553368758.98;18.0;44.0
1553368819.01;18.0;44.0
1553368878.99;18.0;44.1
1553368939.01;18.0;44.0
1553368999.01;18.0;44.0
1553369059.01;18.0;44.0
1553369119.01;18.0;44.0
1553369178.98;18.0;44.1
1553369238.99;18.0;44.1
1553369299.01;18.0;44.1
1553369359.01;17.9;44.1
1553369419.01;17.9;44.2
1553369479.01;17.9;44.2
1553369539.01;17.9;44.2
1553369598.98;17.9;44.2
1553369658.99;17.9;44.2
1553369719.01;17.9;44.2
1553369779.01;17.9;44.1
1553369839.01;17.9;44.2
1553369899.01;17.9;44.1
1553369959.01;17.9;44.1
1553370018.98;17.8;44.1
1553370079.01;17.8;44.1
1553370139.01;17.8;44.2
1553370199.01;17.8;44.2
1553370259.01;17.8;44.2
1553370319.01;17.8;44.2
1553370379.01;17.8;44.2
1553370438.98;17.8;44.3
1553370499.01;17.8;44.2
1553370559.01;17.8;44.2
1553370619.01;17.8;44.2
1553370679.01;17.8;44.2
1553370739.01;17.8;44.2
1553370798.97;17.8;44.2
1553370858.98;17.8;44.2
1553370919.01;17.8;44.2
1553370979.01;17.8;44.2
1553371039.01;17.8;44.2
1553371099.01;17.8;44.2
1553371159.01;17.7;44.2
1553371218.99;17.7;44.2
1553371278.98;17.7;44.2
1553371339.01;17.7;44.2
1553371399.01;17.7;44.2
1553371459.01;17.7;44.2
1553371519.01;17.7;44.2
1553371578.99;17.7;44.2
1553371639.01;17.7;44.2
1553371698.98;17.7;44.3
1553371759.01;17.7;44.3
1553371819.01;17.7;44.3
1553371879.01;17.7;44.3
